name,location__city,location__neighborhood,LONG,LAT ,categories__001,categories__002,categories__003,bio__summary,bio__url,bio__birthdate,bio__deathdate,bio__yearsActiveStart,bio__yearsActiveEnd,youtube__clipExampleUrl
Big Pun,New York,South Bronx,-73.92201,40.823268,rapper,,,"Christopher Lee Rios[1] (November 10, 1971 – February 7, 2000), known has Big Pun (short for Big Punisher), was an American rapper from The Bronx, New York City, he was the first Latino rapper to have an album certified platinum as a solo act.",https://en.wikipedia.org/wiki/Big_Pun,1971-11-10T00:00:00.000Z,2000-02-07T00:00:00.000Z,1992,2000,https://www.youtube.com/embed/DwEqTbaFVXU
Kurupt,Los Angeles,Hawthorne,-118.339833,33.897352,rapper,,,"Ricardo Emmanuel Brown (born November 23, 1972), better known by his stage name Kurupt, is an American rapper, actor and former Executive Vice President of Death Row Records.",https://en.wikipedia.org/wiki/Kurupt,1972-11-23T00:00:00.000Z,null,1991,null,https://www.youtube.com/embed/oU5EUAh8q34
Foxy Brown,New York,Brooklyn,-73.977063,40.672404,rapper,,,"Inga DeCarlo Fung Marchand (born September 6, 1978), better known by her stage name Foxy Brown, is an American rapper, model, and actress.",https://en.wikipedia.org/wiki/Foxy_Brown_(rapper),1978-09-06T00:00:00.000Z,null,1994,null,https://www.youtube.com/embed/d1oCsn39kKk
Blackalicious,Sacramento,,-121.535965,38.504414,group,,,"Blackalicious is an American hip-hop duo from Sacramento, California, made up of rapper Gift of Gab and DJ/producer Chief Xcel. They are noted for Gift of Gab's often tongue-twisting, multisyllabic, rhymes and Chief Xcel's deemed ""classic"" beats.",https://en.wikipedia.org/wiki/Blackalicious,null,null,1994,null,https://www.youtube.com/embed/MYwndYSA6-U
Benny B,Bruxelles,Molenbeek-Saint-Jean,4.329316,50.854403,rapper,singer,,"Benny B was a hip-hop group formed by Benny B, Daddy K and Perfect. Their singles ""Vous êtes fous!"" and ""Qu'est-ce qu'on fait maintenant ?""",https://en.wikipedia.org/wiki/Benny_B,1968-12-11T00:00:00.000Z,null,1990,1992,https://www.youtube.com/embed/_YPeckUBzoM
T-Pain,Tallahassee,,-84.295997,30.433084,singer,,,"Faheem Rashad Najm (born September 30, 1985), better known by his stage name T-Pain, is an American rapper, singer, songwriter and record producer from Tallahassee, Florida.",https://en.wikipedia.org/wiki/T-Pain,1985-10-30T00:00:00.000Z,null,2004,null,https://www.youtube.com/embed/kWBE0sQC5L8
Soulja Boy,Batesville,,-89.941856,34.307097,rapper,,,"DeAndre Cortez Way (born July 28, 1990), known professionally as Soulja Boy is an American rapper. In September 2007, his debut single ""Crank That (Soulja Boy)""  initially self-published to the internet peaked at number one on the U.S. Billboard Hot 100.",https://en.wikipedia.org/wiki/Soulja_Boy,1990-07-28T00:00:00.000Z,null,2007,null,https://www.youtube.com/embed/8UFIYGkROII
Keith Murray,New York,Long Island,-73.199804,40.785627,rapper,,,"Keith Murray (born September 13, 1974) is an American rapper and a member of the hip hop trio Def Squad, which includes fellow rappers Redman and Erick Sermon.",https://en.wikipedia.org/wiki/Keith_Murray_(rapper),1974-10-13T00:00:00.000Z,null,1990,null,https://www.youtube.com/embed/EQcSoE1bt_A
A$AP Ferg,Harlem,Hamilton Heights,-73.949062,40.825389,rapper,,,"Darold D. Brown Ferguson, Jr. (born October 20, 1988), better known by his stage name A$AP Ferg, is an American rapper from Harlem, New York. Aside from his solo career, he is a member of the hip hop collective A$AP Mob.",https://en.wikipedia.org/wiki/ASAP_Ferg,1988-10-20T00:00:00.000Z,null,2007,null,https://www.youtube.com/embed/WjlkvM7mz1U
Big L,New York,Harlem,-73.939898,40.816705,rapper,,,"Lamont Coleman (May 30, 1974 – February 15, 1999), best known by his stage name Big L, was an American hip hop recording artist from Harlem New York.",https://en.wikipedia.org/wiki/Big_L,1974-05-30T00:00:00.000Z,1999-02-15T00:00:00.000Z,1990,1999,https://www.youtube.com/embed/WWMjRMJ0dTI
Action Bronson,Queens,Flushing,-73.827754,40.759185,rapper,,,"Arian Asllani (born December 2, 1983), better known by the stage name Action Bronson, is an American rapper and former chef.",https://en.wikipedia.org/wiki/Action_Bronson,1983-12-02T00:00:00.000Z,null,2008,null,https://www.youtube.com/embed/58RSC7HO9aU
Black Moon,New York,Brooklyn,-73.917474,40.695718,group,,,"Black Moon is an American hip hop group, composed of members Buckshot, 5ft and DJ Evil Dee (of Da Beatminerz). The group was most notable for their debut album Enta da Stage, and their affiliation with the Boot Camp Clik.",https://en.wikipedia.org/wiki/Black_Moon_(group),null,null,1992,2006,https://www.youtube.com/embed/prG2xT9CWgQ?list=RDprG2xT9CWgQ
Das EFX,New York,,-74.002303,40.71831,group,,,"Das EFX is an American hip hop duo. It consists of Dray and Skoob. Skoob hails from Brooklyn, New York City while Dray hails from Teaneck, New Jersey, but the two met at Virginia State University.",https://en.wikipedia.org/wiki/Das_EFX,null,null,1988,null,https://www.youtube.com/embed/QbulmeDErOk
8Ball & MJG,Memphis,Orange Mound,-89.976586,35.106329,group,,,"8Ball & MJG is an American hip hop duo from Orange Mound, Memphis, Tennessee. The two rappers met at Ridgeway Middle School (Memphis, Tennessee) in 1984.",https://en.wikipedia.org/wiki/8Ball_%26_MJG,null,null,1991,null,https://www.youtube.com/embed/I7zw5XnSc-w
The-Dream,Atlanta,,-84.396917,33.765124,singer,,,"Terius Youngdell Nash (born September 20, 1977), better known by his stage name The-Dream, is an American Rapper singer, songwriter and record producer.",https://en.wikipedia.org/wiki/The-Dream,1977-09-20T00:00:00.000Z,null,2001,null,https://www.youtube.com/embed/AGcQgUnxY14
Timbaland,Norfolk,,-76.289912,36.862086,producer / dj,rapper,singer,"Timothy Zachery ""Tim"" Mosley (born March 10, 1972), known professionally as Timbaland, is an American record producer, singer, songwriter, rapper and DJ.",https://en.wikipedia.org/wiki/Timbaland,1972-03-10T00:00:00.000Z,null,1994,null,https://www.youtube.com/embed/Q23ZT5VqtdQ
Ja Rule,Queens,Hollis,-73.764776,40.711498,rapper,singer,,"Jeffrey Bernard Atkins (born February 29, 1976), better known by his stage name Ja Rule, is an American rapper, singer, songwriter and actor from Queens, New York.",https://en.wikipedia.org/wiki/Ja_Rule,1976-02-29T00:00:00.000Z,null,1993,null,https://www.youtube.com/embed/IeLx00bjVKc
Fat Joe,Bronx,Forest House Projects,-73.903587,40.824931,rapper,,,"Joseph Antonio Cartagena (born August 19, 1970), better known by his stage name Fat Joe, is an American rapper. He is also the CEO of Terror Squad Entertainment, and member of musical groups D.I.T.C. and Terror Squad.",https://en.wikipedia.org/wiki/Fat_Joe,1970-08-19T00:00:00.000Z,null,1992,null,https://www.youtube.com/embed/KsUCWtxvBis
Madlib,Oxnard,,-119.18559,34.190963,producer / dj,rapper,,"Otis Jackson Jr. (born October 24, 1973), known professionally as Madlib, is an American DJ, music producer, multi-instrumentalist, and rapper.",https://en.wikipedia.org/wiki/Madlib,1973-10-24T00:00:00.000Z,null,1993,null,https://www.youtube.com/embed/apN0AXjJxQE
EPMD,New York,Brentwood,-73.249082,40.783719,group,,,"EPMD is an American hip hop group from Brentwood, New York. Form by Erick Sermon (""E"" a.k.a. E Double) and Parrish Smith (""PMD"" a.k.a. Parrish Mic Doc). ",https://en.wikipedia.org/wiki/EPMD,null,null,1986,1999,https://www.youtube.com/embed/JUGisre9xNU
Dej Loaf,Detroit,Eastside,-82.980146,42.376697,rapper,singer,,"Deja Trimble (born April 8, 1991), better known by her stage name Dej Loaf (stylized as DeJ Loaf), is an American rapper, singer and songwriter from Detroit, Michigan.",https://en.wikipedia.org/wiki/Dej_Loaf,1991-04-08T00:00:00.000Z,null,2011,null,https://www.youtube.com/embed/3Hn9hLOljJI
Goodie Mob,Atlanta,,-84.373254,33.745522,group,,,"Goodie Mob is a hip hop group based in Atlanta, Georgia that formed in 1991 and currently consists of members Cee-Lo, Khujo, T-Mo, and Big Gipp. The group is part of the Dungeon Family collective.",https://en.wikipedia.org/wiki/Goodie_Mob,null,null,1991,null,https://www.youtube.com/embed/OGy4bmG5SJw
Danny Brown,Detroit,Hamtramck,-83.06447,42.402115,rapper,,,"Daniel Dewan Sewell (born March 16, 1981), better known by his stage name Danny Brown, is an American hip hop recording artist from Detroit, Michigan.",https://en.wikipedia.org/wiki/Danny_Brown,1981-03-16T00:00:00.000Z,null,2002,null,https://www.youtube.com/embed/Xs-Dc3_eiV8
Démocrates D,Montfermeil,Les bosquets,2.558682,48.903308,group,,,Démocrates D is a French hardcore Hip Hop group from Montfermeil.,https://fr.wikipedia.org/wiki/D%C3%A9mocrates_D,null,null,1991,2002,https://www.youtube.com/embed/pdOaz1Hw5xw
Ed O.G.,Boston,Roxbury,-71.091491,42.316504,rapper,,,"Edward Anderson (born November 27, 1970) is a hip-hop artist from Boston, Massachusetts, United States, better known by his stage names Ed O.G. and Edo G.",https://en.wikipedia.org/wiki/Ed_O.G.,1970-11-27T00:00:00.000Z,null,1987,null,https://www.youtube.com/embed/ZP_wymk8ORQ
Will Smith,Philadelphia,Wynnefield,-75.2456616,39.995682,rapper,,,"Willard Carroll ""Will"" Smith Jr. (born September 25, 1968) is an American actor, producer, rapper, and songwriter from Philadelphia.",https://en.wikipedia.org/wiki/Will_Smith,1968-09-25T00:00:00.000Z,null,1985,null,https://www.youtube.com/embed/3JcmQONgXJM
Dj Jazzy Jeff,Philadelphia,,-75.22754,39.97285,producer / dj,,,"Jeffrey Allen Townes (born January 22, 1965), also known as DJ Jazzy Jeff or simply Jazz, is an American hip hop and R&B disc jockey, record producer, turntablist and actor who is best known for his early career with Will Smith as DJ Jazzy Jeff & The Fresh Prince.",https://en.wikipedia.org/wiki/DJ_Jazzy_Jeff,1965-01-22T00:00:00.000Z,null,1985,null,https://www.youtube.com/embed/Kr0tTbTbmVA
C Murder,New Orleans,Calliope Projects,-90.092356,29.950324,rapper,,,"Corey Miller, better known by his stage name, C-Murder, is an American rapper, songwriter and actor. C-Murder is the brother of both Master P and Silkk the Shocker. ",https://en.wikipedia.org/wiki/C-Murder,1971-03-09T00:00:00.000Z,null,1991,null,https://www.youtube.com/embed/rugPY-L1n_c
Master P,New Orleans,Caliope Projects,-90.092222,29.950556,rapper,,,"Percy Robert Miller, known by his stage name Master P or his business name P. Miller, is an American rapper, businessman, filmmaker, and former basketball player. He is the founder of the record label No Limit Records.",https://en.wikipedia.org/wiki/Master_P,null,null,1988,null,https://www.youtube.com/embed/BOnuAFSeWE4
Skinny Pimp,Memphis,Dixies Home,-90.0280662,35.1466236,rapper,,,Derrick Dewayne Hill (know has Skinny Pimp or Kingpin Skinny Pimp) is an american rapper from Memphis.,,null,null,1990,null,https://www.youtube.com/embed/vquxzurbXB8
The Pharcyde,Los Angeles,South Central,-118.274323,33.966125,group,,,"The Pharcyde (/ˈfɑːrsaɪd/) is an American alternative hip hop group, formed in 1989, from South Central Los Angeles. The original four members of the group are Imani, Slimkid3, Bootie Brown, and Fatlip. DJ Mark Luv was the group's first DJ, followed by producer J-Swift and then J Dilla.",https://en.wikipedia.org/wiki/The_Pharcyde,null,null,1989,null,https://www.youtube.com/embed/co3qMdkucM0
Guru,Boston,Roxbury,-71.090405,42.314443,rapper,,,"Keith Edward Elam (July 17, 1961 – April 19, 2010), better known by his stage name Guru, was an American rapper best known as a member of the hip-hop duo Gang Starr, along with DJ Premier.",https://en.wikipedia.org/wiki/Guru_(rapper),1961-07-17T00:00:00.000Z,2010-04-19T00:00:00.000Z,1986,2010,https://www.youtube.com/embed/eIWTKrj9SfI
Rob Quest,Houston,,-95.416531,29.794945,producer / dj,rapper,,"Robert McQueen better know has Rob Quest is an american rapper & producder from Houston, Texas. He was a member of the group Odd Squad with Devin The Dude & Jugg Mugg.",,null,null,1988,null,https://www.youtube.com/embed/y88upWz0EHQ
Devin the Dude,Houston,,-95.406208,29.761053,rapper,,,"Devin Copeland (born June 4, 1970), better known by his stage name Devin the Dude, is an American hip hop recording artist from Houston, Texas. He is perhaps best known for his unique rapping style, his long career signed to Rap-A-Lot Records.",https://en.wikipedia.org/wiki/Devin_the_Dude,1970-06-04T00:00:00.000Z,null,1992,null,https://www.youtube.com/embed/owJQsyPg10c
DJ Screw,Houston,,-95.2925514,29.6897814,producer / dj,,,"Robert Earl Davis, Jr. (July 20, 1971 – November 16, 2000), better known by his stage name DJ Screw, was an American hip hop DJ based in Houston, Texas. He was known has the creator of the now-famous chopped and screwed DJ technique.",https://en.wikipedia.org/wiki/DJ_Screw,1971-07-20T00:00:00.000Z,2000-11-16T00:00:00.000Z,1983,2000,https://www.youtube.com/embed/K_h55O66uf0
Slim Thug,Houston,Scenic Woods,-95.301123,29.860766,rapper,,,"Stayve Jerome Thomas (born September 8, 1980), better known as Slim Thug, is an American rapper from Houston (Texas).",https://en.wikipedia.org/wiki/Slim_Thug,1980-09-08T00:00:00.000Z,null,1998,null,https://www.youtube.com/embed/d4qr7-7fnz4
Puff Daddy,New York,Bronx,-73.842981,40.898543,rapper,,,"Sean John Combs (born November 4, 1969), also known by his stage names Puff Daddy, P. Diddy and Diddy, is an American rapper, singer, songwriter, actor, record producer and entrepreneur. He was born in Harlem and was raised in Mount Vernon, New York.",https://en.wikipedia.org/wiki/Sean_Combs,1969-11-04T00:00:00.000Z,null,1990,null,https://www.youtube.com/embed/NFxRJ-sqbfI
The Roots,Philadelphia,,-75.166016,39.939281,group,,,"The Roots is an American hip hop group, formed in 1987 by Tariq ""Black Thought"" Trotter and Ahmir ""Questlove"" Thompson in Philadelphia, Pennsylvania, United States.",https://en.wikipedia.org/wiki/The_Roots,null,null,1987,null,https://www.youtube.com/embed/8Z9HvjbAYtA
Mannie Fresh,New Orleans,,-90.1183,29.949158,producer / dj,rapper,,"Byron O. Thomas, professionally known by his stage name Mannie Fresh is an American rapper, record producer and DJ who is best known for his work with Cash Money Records from 1993 to 2005 and one half of the hip hop duo Big Tymers.",https://en.wikipedia.org/wiki/Mannie_Fresh,1969-03-20T00:00:00.000Z,null,1987,null,https://www.youtube.com/embed/dp9ch-dAKk0
Mystikal,New Orleans,,-90.094404,29.929525,rapper,,,"Michael Lawrence Tyler (born September 22, 1970), better known by his stage name Mystikal, is an American rapper and actor from New Orleans.",https://en.wikipedia.org/wiki/Mystikal,1970-09-22T00:00:00.000Z,null,1993,null,https://www.youtube.com/embed/xsxHw4dcVdc
Juvenile,New Orleans,Magnolia Projects,-90.092142,29.940431,rapper,,,"Terius Gray (born March 25, 1975), better known by his stage name Juvenile, is an American rapper, and songwriter from New Orleans. He is also a member of the hip hop group The Hot Boys.",https://en.wikipedia.org/wiki/Juvenile_(rapper),1975-03-25T00:00:00.000Z,null,1991,null,https://www.youtube.com/embed/Ww9VlmXKYgs
Soulja Slim,New Orleans,Magnolia Projects,-90.09366,29.938657,rapper,,,"James Adarryl Tapp, Jr. (September 9, 1977 – November 26, 2003), better known by his stage name Soulja Slim (previously Magnolia Slim), was an American rapper and songwriter from New Orleans. He  was shot by an unknow gunman on Thanksgiving Eve in the front row of his mother home.",https://en.wikipedia.org/wiki/Soulja_Slim,1977-09-09T00:00:00.000Z,2003-11-26T00:00:00.000Z,1993,2003,https://www.youtube.com/embed/dpTxSG3P8fc
2 Live Crew,Miami,,-80.198741,25.76989,group,,,"The 2 Live Crew was an American hip-hop group from Miami, Florida. They caused considerable controversy with the sexual themes in their work, particularly on their 1989 album As Nasty As They Wanna Be.",https://en.wikipedia.org/wiki/2_Live_Crew,null,null,1982,1998,https://www.youtube.com/embed/u6VTj7LhCtE
Krizz Kaliko,Kansas City,,-94.573007,39.04787,rapper,singer,,"Samuel William Christopher Watson IV (born March 7, 1974) better known by his stage name Krizz Kaliko, is an American rapper, singer, and songwriter. He is a longtime collaborator with fellow hometown native, Tech N9ne.",https://en.wikipedia.org/wiki/Krizz_Kaliko,1974-03-07T00:00:00.000Z,null,2000,null,https://www.youtube.com/embed/25c2Wz70Gbo
Young Buck,Nashville,,-86.829136,36.139026,rapper,,,"David Darnell Brown (born March 15, 1981), best known by his stage name Young Buck, is an American rapper. Buck is a former member of the hip hop group UTP Playas. ",https://en.wikipedia.org/wiki/Young_Buck,1981-03-15T00:00:00.000Z,null,1993,null,https://www.youtube.com/embed/Z14grkoI7_4
Aaliyah,Detroit,,-83.138337,42.417139,singer,,,"Aaliyah Dana Haughton (January 16, 1979 – August 25, 2001) was an American singer, dancer, actress, and model from Detroit, Michigan. On August 25, 2001, Aaliyah and eight others were killed in a plane crash in the Bahamas.",https://en.wikipedia.org/wiki/Aaliyah,1979-01-16T00:00:00.000Z,2001-08-25T00:00:00.000Z,1991,2001,https://www.youtube.com/embed/kjDM0Fz5ccU
R. Kelly,Chicago,Bronzeville,-87.613577,41.824374,singer,,,"Robert Sylvester Kelly (born January 8, 1967), known professionally as R. Kelly, is an American singer, songwriter, record producer, native of Chicago, Illinois, Kelly began performing during the late 1980s and debuted in 1992 with the group Public Announcement.",https://en.wikipedia.org/wiki/R._Kelly,1967-01-08T00:00:00.000Z,null,1989,null,https://www.youtube.com/embed/y6y_4_b6RS8
