artist,song,lyrics
___Never got to see they dreams
___For everything I touch you touch
___For every step I take you take
___For every breath I breathe you breathe
___
___Every dollar I make you make
___I told you we'd make it to the sunshine one day
___You just got there a little quicker
___But like my homeboys Thugs say
___
___I'll catch ya at the crossroads
___The good die young
___This song is dedicated to all them
___Young kids that died innocent
___
___That died young
___At Columbine High
___Rest in Peace (Oklahoma)
___Outlawz
___
___Lil' young Xzandafer
___Tasha, all them
___All the fallen kids
___The dead babies
___
___The closed caskets"

Tupac+Shakur,"Hell 4 a Hustlerw/ 2Pac, Outlawz","Get on yo' knees n*gga
___Get on yo' knees and pray
___
___Huh, increase the doses, busting whoever closest
___Thug living, hell or prison, never losing my focus
___I'm making money moves mandatory
___In a discussion my past records tell a story
___Picture n*ggas we rushing and still busting
___Til the cops come running, duck in abandoned buildings
___Ditching my gun, homeboy the motherf*cking villain
___I live the lifestyles of drug dealers, but now legit list
___So I laugh til I cry, when the law come get me
___No baby momma drama, n*gga miss me, why plant seeds
___In a dirty bitch, waiting to trick me, not the life for me
___Living carefree, til I'm buried, and if they dare me
___I'm busting on n*ggas until they scurry, I'm clearly
___A man of military means in my artillery
___Watching over me through every murder scene
___From adolescence, to my early teens, thought we was gonna die
___Selling dope to all the fiends, at times I want to cry
___And still, we try to change the past, in vain
___Never knowing if this game'll last, feeling ashamed
___Of cocaine, the product of the devil, am I selling my soul?
___Got tired of small time livin, n*ggas telling me no
___I got mine! F*ck them other suckers! That's the mentality
___Jealous-ass bustaz, make it hell for us
___
___Lord, help me change my ways
___Show a little mercy on judgment day
___It ain't me, I was raised this way
___I never let em play me for a buster, make it hell for a hustler
___
___Lord, help me change my ways
___Show a little mercy on judgment day
___It ain't me, I was raised this way
___I never let em play me for a buster, make it hell for a hustler
___
___Now in these last days and times I takes mines so serious
___Gotta get that paper quickly and escape the sickness
___If I fail, then I suffer, being broke is hell 4 a hustler
___So I stay struggling and juggling with all the might I can muster
___Since a youngster, been money hungry, moved in
___One's five's and ten's was funny money
___So I sets my sights bigger, four figures or mo'
___Real n*gga fo' sho', out in the cold for dough
___What you thought? ?, lost homies in plenty battles
___Last two years shed plenty tears, and I'll send plenty at you
___Let me catch you slipping, you soft n*ggas is outta here
___In case you forgot, we on the same shit that got us here
___
___Yo, to every step I take, every foul I make
___Every jail I break, every mill' I ate
___Head to head, whoever hustle hardest
___On the block ducking charges, n*gga f*ck the sergeant
___He got a job, all my bottles got a pinch of coke
___Listen tho' I'm missing dough I gotta gather mo'
___Hell no, dead blocks with red tops but now a n*gga sell words
___For all my young thugs in jail in Jerz
___They made it hell 4 a hustler, I bails high as f*ck son
___Dying luck none supply us with much guns
___I buck one, just to let you know that I can touch ya
___Slanging cracks or raps, still hell 4 a hustler
___
___Lord, help me change my ways
___Show a little mercy on judgment day
___It ain't me, I was raised this way
___I never let em play me for a buster, make it hell for a hustler
___
___No insanity plea for me, I ride the beef til I burn
___Sensimilla bar your kids from the lessons I learned
___And in turn I'm hostile guess you could call me anti-social
___n*ggas shaking like they caught the holy ghost when I approach em
___Try to politic, before I smoke em, like Sun Zu
___n*ggas do unto these snitches, before it's done to you
___And if the cops come arrest me in the evening
___Best believe they coming for my dogs in the morning
___And if I die by a slug, the death of a true thug
___Tell me will my n*ggas mourn me? Getting blowed out
___High, watch me murder the bird, before he testify
___Strikes, walking close to my third, I live a trouble life
___And if you dream be a part of my team
___From Long Beach to Queens, drug dealers to ex-fiends
___Keep yo' eyes on the prize, n*gga watch for busters
___Either heaven or jail, it's still hell 4 a hustler
___
___Lord, help me change my ways
___Show a little mercy on judgment day
___It ain't me, I was raised this way
___I never let em play me for a buster, make it hell for a hustler
___
___This is how we ride
___Not knowing if we'll live or die
___Catch me rolling with my motherf*cking guns on the side
___In case of drama, I'm the first to break wild til they all die
___This is how we ride
___Not knowing if we'll live or die
___Catch me rolling with my motherf*cking guns on the side
___In case of drama, I'm the first to break wild
___Until they all die, Outlaw
___Yes (change my ways) yes
___The Black Jesus guide us through this
___Weary weary weary weary
___Only God can save us
___Nothing but boss players
___Outlawz and thugs"

Tupac+Shakur,"High Speedw/ 2Pac, Outlawz","I speak
___For all my n*ggas livin' in the rush
___Slow it down just a notch baby
___It's goin' be alright, it's goin' be alright
___
___Life in High Speed
___F*ck the punishment, tie weed
___I gonna buy me a gun
___F*ck doin' time
___
___I live life High Speed
___Slightly disillusioned by weed
___I breed thug muthaf*ckas even worse than me
___When I bleed, my enemies best to flee quickly, on me
___My army, n*ggas deceive swiftly
___Look at you now, why you want to hang out?
___I pull the hammer back
___Strike wit' a cannon and blow your muthaf*ckin' back out
___They blast but I'm still standin'
___Slightly scarred deep
___Questions for the lord, why he don't like me, guard my soul
___Though my life was hard with no remorse
___I absorb bomb less it's without protection for the boss
___Rollin' in my double, raw, rugged, and ruthless
___Keep a vest through these hard times, knowin' it's useless
___And my crew, who could should be mistaken for Jews
___We all about our past, blast if he break the rules
___Fools done snitched for the D.A., be heaven sent
___Switched like a stone-bitch, turned str8 severed then, why?
___Then they wonder why n*ggas die
___Put your family in danger just to get high
___Now, what the hell can we get from jail?
___More tricks for the crime rate, this is hell
___Bail out, a thug n*gga fresh out the jail house
___Open your safe count and take all your mail out
___Whatever happens happens
___Whoever falls dies
___We fresh out of time, livin' blind, so we all ride
___In times like these, chronic and tie weed
___Puffin' through these High Speedz
___And people say
___
___Whatcha gonna do when you get outta jail?
___I'm gonna buy me a g"

Tupac+Shakur,"Homeboyzw/ 2Pac, Outlawz","Oh shit, caught that n*gga alone
___Ain't that a bitch
___Hey, uh, this one here is, uh
___For them n*ggas that be Johnny Dangerous
___
___When they be f*ckin' fifty deep
___But they be f*ckin' cowards when they by they selves
___You know who I'm talkin' about
___(You know who I'm talkin' about)
___
___That's right, you ain't shit without your homeboyz
___You ain't shit without your homeboyz
___You ain't shit without your homeboyz
___
___Now, now every time I see you cats is rollin' in packs
___For the life of me I cannot see why you don't know how to act
___Love to clown when you deep, but when you on that solo creep
___Out on the streets you don't hear a peep
___
___n*gga it's a goddamn shame, somebody explain
___Why they sent a Bad Boy to play a grown man's game
___Tear that ass out the frame, completely get that ass kicked
___Woke up on the street but you'll be sleepin' in the casket
___
___How long will it last, n*gga don't ask, just be first to blast
